temp_k_4,temp_k_3,temp_k_2,temp_k_1,temp_k,cons_k_5,cons_k_4,cons_k_3,cons_k_2,cons_k_1,holiday,cons_k
9.675141809,11.69691088,13.840833,13.66109687,12.86533224,296,296.2,317.6,297,296.3,0,286.1
7.28186251,9.675141809,11.69691088,13.840833,13.66109687,343.3,296,296.2,317.6,297,0,296.3
7.273110645,7.28186251,9.675141809,11.69691088,13.840833,378.2,343.3,296,296.2,317.6,1,297
9.061325132,7.273110645,7.28186251,9.675141809,11.69691088,360.7,378.2,343.3,296,296.2,1,317.6
9.900930483,9.061325132,7.273110645,7.28186251,9.675141809,370.1,360.7,378.2,343.3,296,0,296.2
10.11724029,9.900930483,9.061325132,7.273110645,7.28186251,371,370.1,360.7,378.2,343.3,0,296
10.18341095,10.11724029,9.900930483,9.061325132,7.273110645,367,371,370.1,360.7,378.2,0,343.3
9.995671557,10.18341095,10.11724029,9.900930483,9.061325132,372,367,371,370.1,360.7,0,378.2
9.409685417,9.995671557,10.18341095,10.11724029,9.900930483,366,372,367,371,370.1,0,360.7
9.207359686,9.409685417,9.995671557,10.18341095,10.11724029,362,366,372,367,371,1,370.1
10.13417656,9.207359686,9.409685417,9.995671557,10.18341095,354,362,366,372,367,1,371
11.85271637,10.13417656,9.207359686,9.409685417,9.995671557,355.1,354,362,366,372,0,367
12.3755018,11.85271637,10.13417656,9.207359686,9.409685417,353.7,355.1,354,362,366,0,372
12.14608323,12.3755018,11.85271637,10.13417656,9.207359686,350.6,353.7,355.1,354,362,0,366
11.57849061,12.14608323,12.3755018,11.85271637,10.13417656,353.3,350.6,353.7,355.1,354,0,362
11.1735199,11.57849061,12.14608323,12.3755018,11.85271637,357.8,353.3,350.6,353.7,355.1,0,354
10.33098066,11.1735199,11.57849061,12.14608323,12.3755018,360.1,357.8,353.3,350.6,353.7,1,355.1
10.26268979,10.33098066,11.1735199,11.57849061,12.14608323,349.6,360.1,357.8,353.3,350.6,1,353.7
11.92893031,10.26268979,10.33098066,11.1735199,11.57849061,347,349.6,360.1,357.8,353.3,0,350.6
11.93273214,11.92893031,10.26268979,10.33098066,11.1735199,358.8,347,349.6,360.1,357.8,0,353.3
10.08639077,11.93273214,11.92893031,10.26268979,10.33098066,365.1,358.8,347,349.6,360.1,0,357.8
8.507857876,10.08639077,11.93273214,11.92893031,10.26268979,391,365.1,358.8,347,349.6,0,360.1
8.098625211,8.507857876,10.08639077,11.93273214,11.92893031,396.7,391,365.1,358.8,347,0,349.6
7.858704204,8.098625211,8.507857876,10.08639077,11.93273214,400.3,396.7,391,365.1,358.8,1,347
8.101791066,7.858704204,8.098625211,8.507857876,10.08639077,387.6,400.3,396.7,391,365.1,1,358.8
7.101046662,8.101791066,7.858704204,8.098625211,8.507857876,396.4,387.6,400.3,396.7,391,0,365.1
6.490879719,7.101046662,8.101791066,7.858704204,8.098625211,414.5,396.4,387.6,400.3,396.7,0,391
7.389429163,6.490879719,7.101046662,8.101791066,7.858704204,408,414.5,396.4,387.6,400.3,0,396.7
8.239140855,7.389429163,6.490879719,7.101046662,8.101791066,411,408,414.5,396.4,387.6,0,400.3
7.847104909,8.239140855,7.389429163,6.490879719,7.101046662,413,411,408,414.5,396.4,0,387.6
6.62324378,7.847104909,8.239140855,7.389429163,6.490879719,418,413,411,408,414.5,1,396.4
6.578289208,6.62324378,7.847104909,8.239140855,7.389429163,404,418,413,411,408,1,414.5
8.204277455,6.578289208,6.62324378,7.847104909,8.239140855,410,404,418,413,411,0,408
7.041089687,8.204277455,6.578289208,6.62324378,7.847104909,401.65,410,404,418,413,0,411
6.955895243,7.041089687,8.204277455,6.578289208,6.62324378,421,401.65,410,404,418,0,413
7.859312961,6.955895243,7.041089687,8.204277455,6.578289208,416,421,401.65,410,404,0,418
8.132169859,7.859312961,6.955895243,7.041089687,8.204277455,418.3,416,421,401.65,410,0,404
9.981298208,8.132169859,7.859312961,6.955895243,7.041089687,402.2,418.3,416,421,401.65,1,410
9.2537458,9.981298208,8.132169859,7.859312961,6.955895243,383.4,402.2,418.3,416,421,1,401.65
8.793737002,9.2537458,9.981298208,8.132169859,7.859312961,376.2,383.4,402.2,418.3,416,1,421
9.357925027,8.793737002,9.2537458,9.981298208,8.132169859,391.5,376.2,383.4,402.2,418.3,0,416
8.74636993,9.357925027,8.793737002,9.2537458,9.981298208,399.3,391.5,376.2,383.4,402.2,0,418.3
7.925048899,8.74636993,9.357925027,8.793737002,9.2537458,403,399.3,391.5,376.2,383.4,0,402.2
7.747363041,7.925048899,8.74636993,9.357925027,8.793737002,414.3,403,399.3,391.5,376.2,0,383.4
6.378789901,7.747363041,7.925048899,8.74636993,9.357925027,419.2,414.3,403,399.3,391.5,1,376.2
6.837522676,6.378789901,7.747363041,7.925048899,8.74636993,409.6,419.2,414.3,403,399.3,1,391.5
7.992196479,6.837522676,6.378789901,7.747363041,7.925048899,423.1,409.6,419.2,414.3,403,0,399.3
7.038242204,7.992196479,6.837522676,6.378789901,7.747363041,408.5,423.1,409.6,419.2,414.3,1,403
6.231537115,7.038242204,7.992196479,6.837522676,6.378789901,415.2,408.5,423.1,409.6,419.2,0,414.3
5.499421958,6.231537115,7.038242204,7.992196479,6.837522676,422.3,415.2,408.5,423.1,409.6,1,419.2
6.453203811,5.499421958,6.231537115,7.038242204,7.992196479,437.352706,422.3,415.2,408.5,423.1,0,409.6
6.836331233,6.453203811,5.499421958,6.231537115,7.038242204,435.1,437.352706,422.3,415.2,408.5,1,423.1
6.978168655,6.836331233,6.453203811,5.499421958,6.231537115,423.5,435.1,437.352706,422.3,415.2,1,408.5
7.194836945,6.978168655,6.836331233,6.453203811,5.499421958,433.4,423.5,435.1,437.352706,422.3,0,415.2
10.00627813,7.194836945,6.978168655,6.836331233,6.453203811,418.3,433.4,423.5,435.1,437.352706,0,422.3
9.922682941,10.00627813,7.194836945,6.978168655,6.836331233,403,418.3,433.4,423.5,435.1,0,437.352706
8.558364709,9.922682941,10.00627813,7.194836945,6.978168655,406.1,403,418.3,433.4,423.5,0,435.1
8.482645593,8.558364709,9.922682941,10.00627813,7.194836945,395.6,406.1,403,418.3,433.4,0,423.5
7.787834398,8.482645593,8.558364709,9.922682941,10.00627813,397.3,395.6,406.1,403,418.3,1,433.4
9.684960744,7.787834398,8.482645593,8.558364709,9.922682941,385.1,397.3,395.6,406.1,403,1,418.3
9.546597898,9.684960744,7.787834398,8.482645593,8.558364709,387.2,385.1,397.3,395.6,406.1,0,403
9.123600569,9.546597898,9.684960744,7.787834398,8.482645593,395.8,387.2,385.1,397.3,395.6,0,406.1
8.900540598,9.123600569,9.546597898,9.684960744,7.787834398,375.5,395.8,387.2,385.1,397.3,0,395.6
9.880842327,8.900540598,9.123600569,9.546597898,9.684960744,360.8,375.5,395.8,387.2,385.1,0,397.3
11.78532498,9.880842327,8.900540598,9.123600569,9.546597898,367.7,360.8,375.5,395.8,387.2,1,385.1
8.0754319,11.78532498,9.880842327,8.900540598,9.123600569,402.3,367.7,360.8,375.5,395.8,1,387.2
2.646861136,8.0754319,11.78532498,9.880842327,8.900540598,429.2,402.3,367.7,360.8,375.5,1,395.8
2.550393806,2.646861136,8.0754319,11.78532498,9.880842327,457.8,429.2,402.3,367.7,360.8,0,375.5
4.058070497,2.550393806,2.646861136,8.0754319,11.78532498,463.3,457.8,429.2,402.3,367.7,0,360.8
4.764415272,4.058070497,2.550393806,2.646861136,8.0754319,464.3,463.3,457.8,429.2,402.3,0,367.7
6.25181526,4.764415272,4.058070497,2.550393806,2.646861136,465.8,464.3,463.3,457.8,429.2,0,402.3
6.405561505,6.25181526,4.764415272,4.058070497,2.550393806,448.3,465.8,464.3,463.3,457.8,0,429.2
6.710472988,6.405561505,6.25181526,4.764415272,4.058070497,427.3,448.3,465.8,464.3,463.3,1,457.8
8.819666642,6.710472988,6.405561505,6.25181526,4.764415272,409.5,427.3,448.3,465.8,464.3,1,463.3
7.129076841,8.819666642,6.710472988,6.405561505,6.25181526,406.9,409.5,427.3,448.3,465.8,0,464.3
5.245814692,7.129076841,8.819666642,6.710472988,6.405561505,435.9,406.9,409.5,427.3,448.3,0,465.8
4.234985741,5.245814692,7.129076841,8.819666642,6.710472988,452.7,435.9,406.9,409.5,427.3,0,448.3
3.841963467,4.234985741,5.245814692,7.129076841,8.819666642,461.4,452.7,435.9,406.9,409.5,0,427.3
4.975315355,3.841963467,4.234985741,5.245814692,7.129076841,460.5,461.4,452.7,435.9,406.9,0,409.5
5.686323792,4.975315355,3.841963467,4.234985741,5.245814692,433.1,460.5,461.4,452.7,435.9,1,406.9
5.846955773,5.686323792,4.975315355,3.841963467,4.234985741,426.6,433.1,460.5,461.4,452.7,1,435.9
4.888287061,5.846955773,5.686323792,4.975315355,3.841963467,433.6,426.6,433.1,460.5,461.4,0,452.7
4.809191699,4.888287061,5.846955773,5.686323792,4.975315355,449.2,433.6,426.6,433.1,460.5,0,461.4
5.668784009,4.809191699,4.888287061,5.846955773,5.686323792,444.4,449.2,433.6,426.6,433.1,0,460.5
8.358854294,5.668784009,4.809191699,4.888287061,5.846955773,425.3,444.4,449.2,433.6,426.6,0,433.1
7.682386894,8.358854294,5.668784009,4.809191699,4.888287061,424,425.3,444.4,449.2,433.6,0,426.6
9.873473186,7.682386894,8.358854294,5.668784009,4.809191699,410,424,425.3,444.4,449.2,1,433.6
10.49880568,9.873473186,7.682386894,8.358854294,5.668784009,387.4,410,424,425.3,444.4,1,449.2
9.791824154,10.49880568,9.873473186,7.682386894,8.358854294,387.2,387.4,410,424,425.3,0,444.4
8.502197728,9.791824154,10.49880568,9.873473186,7.682386894,403.3,387.2,387.4,410,424,0,425.3
9.149932578,8.502197728,9.791824154,10.49880568,9.873473186,389.7,403.3,387.2,387.4,410,0,424
10.71911022,9.149932578,8.502197728,9.791824154,10.49880568,368.7,389.7,403.3,387.2,387.4,0,410
12.76528316,10.71911022,9.149932578,8.502197728,9.791824154,375.5,368.7,389.7,403.3,387.2,0,387.4
10.36423756,12.76528316,10.71911022,9.149932578,8.502197728,360.8,375.5,368.7,389.7,403.3,1,387.2
8.374682627,10.36423756,12.76528316,10.71911022,9.149932578,367.7,360.8,375.5,368.7,389.7,1,403.3
9.006353666,8.374682627,10.36423756,12.76528316,10.71911022,365.4,367.7,360.8,375.5,368.7,0,389.7
11.36354764,9.006353666,8.374682627,10.36423756,12.76528316,371.5272786,365.4,367.7,360.8,375.5,0,368.7
12.64241278,11.36354764,9.006353666,8.374682627,10.36423756,364.8931862,371.5272786,365.4,367.7,360.8,0,375.5
12.71263927,12.64241278,11.36354764,9.006353666,8.374682627,363.1,364.8931862,371.5272786,365.4,367.7,0,360.8
12.43571398,12.71263927,12.64241278,11.36354764,9.006353666,346.3,363.1,364.8931862,371.5272786,365.4,1,367.7
11.15391243,12.43571398,12.71263927,12.64241278,11.36354764,355.4,346.3,363.1,364.8931862,371.5272786,1,365.4
10.28507044,11.15391243,12.43571398,12.71263927,12.64241278,353.4,355.4,346.3,363.1,364.8931862,1,371.5272786
9.776931085,10.28507044,11.15391243,12.43571398,12.71263927,386.5,353.4,355.4,346.3,363.1,0,364.8931862
8.278651395,9.776931085,10.28507044,11.15391243,12.43571398,397.1,386.5,353.4,355.4,346.3,0,363.1
7.689484085,8.278651395,9.776931085,10.28507044,11.15391243,406.5,397.1,386.5,353.4,355.4,0,346.3
9.894014793,7.689484085,8.278651395,9.776931085,10.28507044,396.9,406.5,397.1,386.5,353.4,0,355.4
9.773875002,9.894014793,7.689484085,8.278651395,9.776931085,380.2,396.9,406.5,397.1,386.5,0,353.4
7.765066225,9.773875002,9.894014793,7.689484085,8.278651395,388.6,380.2,396.9,406.5,397.1,1,386.5
7.74170627,7.765066225,9.773875002,9.894014793,7.689484085,399.7,388.6,380.2,396.9,406.5,1,397.1
5.219314957,7.74170627,7.765066225,9.773875002,9.894014793,416.4,399.7,388.6,380.2,396.9,0,406.5
3.110896288,5.219314957,7.74170627,7.765066225,9.773875002,448,416.4,399.7,388.6,380.2,0,396.9
2.927815362,3.110896288,5.219314957,7.74170627,7.765066225,470.4,448,416.4,399.7,388.6,0,380.2
4.415331944,2.927815362,3.110896288,5.219314957,7.74170627,455.6,470.4,448,416.4,399.7,0,388.6
5.247280951,4.415331944,2.927815362,3.110896288,5.219314957,460.4,455.6,470.4,448,416.4,0,399.7
6.554769072,5.247280951,4.415331944,2.927815362,3.110896288,446.4,460.4,455.6,470.4,448,1,416.4
6.522861883,6.554769072,5.247280951,4.415331944,2.927815362,424.9,446.4,460.4,455.6,470.4,1,448
7.575649566,6.522861883,6.554769072,5.247280951,4.415331944,415,424.9,446.4,460.4,455.6,0,470.4
9.647151634,7.575649566,6.522861883,6.554769072,5.247280951,398,415,424.9,446.4,460.4,0,455.6
10.16601864,9.647151634,7.575649566,6.522861883,6.554769072,376.8,398,415,424.9,446.4,0,460.4
9.802378199,10.16601864,9.647151634,7.575649566,6.522861883,381.3,376.8,398,415,424.9,0,446.4
9.418367635,9.802378199,10.16601864,9.647151634,7.575649566,370,381.3,376.8,398,415,0,424.9
8.852799351,9.418367635,9.802378199,10.16601864,9.647151634,385,370,381.3,376.8,398,1,415
6.91553613,8.852799351,9.418367635,9.802378199,10.16601864,392.9,385,370,381.3,376.8,1,398
8.807755483,6.91553613,8.852799351,9.418367635,9.802378199,388.9,392.9,385,370,381.3,0,376.8
10.44866452,8.807755483,6.91553613,8.852799351,9.418367635,385.8,388.9,392.9,385,370,0,381.3
10.48208793,10.44866452,8.807755483,6.91553613,8.852799351,374.4,385.8,388.9,392.9,385,0,370
6.726449405,10.48208793,10.44866452,8.807755483,6.91553613,383.5,374.4,385.8,388.9,392.9,0,385
6.443111364,6.726449405,10.48208793,10.44866452,8.807755483,408.463676,383.5,374.4,385.8,388.9,0,392.9
8.846570468,6.443111364,6.726449405,10.48208793,10.44866452,395.9514373,408.463676,383.5,374.4,385.8,1,388.9
11.2137242,8.846570468,6.443111364,6.726449405,10.48208793,368.8,395.9514373,408.463676,383.5,374.4,1,385.8
13.10105397,11.2137242,8.846570468,6.443111364,6.726449405,342.4,368.8,395.9514373,408.463676,383.5,0,374.4
13.20031271,13.10105397,11.2137242,8.846570468,6.443111364,337.4,342.4,368.8,395.9514373,408.463676,0,383.5
12.32765268,13.20031271,13.10105397,11.2137242,8.846570468,324.6,337.4,342.4,368.8,395.9514373,0,408.463676
12.60744096,12.32765268,13.20031271,13.10105397,11.2137242,327.3,324.6,337.4,342.4,368.8,0,395.9514373
11.8323199,12.60744096,12.32765268,13.20031271,13.10105397,310.2,327.3,324.6,337.4,342.4,0,368.8
12.21473015,11.8323199,12.60744096,12.32765268,13.20031271,306.9,310.2,327.3,324.6,337.4,1,342.4
12.31151959,12.21473015,11.8323199,12.60744096,12.32765268,298.9,306.9,310.2,327.3,324.6,1,337.4
14.47850588,12.31151959,12.21473015,11.8323199,12.60744096,273.8,298.9,306.9,310.2,327.3,1,324.6
2.656880654,14.47850588,12.31151959,12.21473015,11.8323199,260.1,273.8,298.9,306.9,310.2,1,327.3
9.652492538,2.656880654,14.47850588,12.31151959,12.21473015,267.7,260.1,273.8,298.9,306.9,1,310.2
9.954987058,9.652492538,2.656880654,14.47850588,12.31151959,276.9,267.7,260.1,273.8,298.9,1,306.9
11.71475631,9.954987058,9.652492538,2.656880654,14.47850588,280.1,276.9,267.7,260.1,273.8,0,298.9
11.27654382,11.71475631,9.954987058,9.652492538,2.656880654,281.4,280.1,276.9,267.7,260.1,1,273.8
11.27498424,11.27654382,11.71475631,9.954987058,9.652492538,284.9,281.4,280.1,276.9,267.7,1,260.1
12.81514181,11.27498424,11.27654382,11.71475631,9.954987058,275.4,284.9,281.4,280.1,276.9,0,267.7
14.18506027,12.81514181,11.27498424,11.27654382,11.71475631,269.4,275.4,284.9,281.4,280.1,0,276.9
13.65663281,14.18506027,12.81514181,11.27498424,11.27654382,260.8,269.4,275.4,284.9,281.4,0,280.1
13.36105238,13.65663281,14.18506027,12.81514181,11.27498424,280.6,260.8,269.4,275.4,284.9,0,281.4
12.78545891,13.36105238,13.65663281,14.18506027,12.81514181,264.9,280.6,260.8,269.4,275.4,1,284.9
14.61673406,12.78545891,13.36105238,13.65663281,14.18506027,244.5,264.9,280.6,260.8,269.4,1,275.4
15.38925209,14.61673406,12.78545891,13.36105238,13.65663281,235.6,244.5,264.9,280.6,260.8,1,269.4
16.09565392,15.38925209,14.61673406,12.78545891,13.36105238,235.6,235.6,244.5,264.9,280.6,0,260.8
16.70271675,16.09565392,15.38925209,14.61673406,12.78545891,231.5,235.6,235.6,244.5,264.9,0,280.6
15.93918722,16.70271675,16.09565392,15.38925209,14.61673406,232.3,231.5,235.6,235.6,244.5,0,264.9
17.4438288,15.93918722,16.70271675,16.09565392,15.38925209,215.7,232.3,231.5,235.6,235.6,0,244.5
18.89545292,17.4438288,15.93918722,16.70271675,16.09565392,207.1,215.7,232.3,231.5,235.6,0,235.6
20.56623064,18.89545292,17.4438288,15.93918722,16.70271675,196.9,207.1,215.7,232.3,231.5,1,235.6
21.09490817,20.56623064,18.89545292,17.4438288,15.93918722,167.4,196.9,207.1,215.7,232.3,1,231.5
19.34051692,21.09490817,20.56623064,18.89545292,17.4438288,172.3,167.4,196.9,207.1,215.7,0,232.3
17.68039805,19.34051692,21.09490817,20.56623064,18.89545292,192,172.3,167.4,196.9,207.1,0,215.7
16.22241834,17.68039805,19.34051692,21.09490817,20.56623064,210.7,192,172.3,167.4,196.9,0,207.1
14.07192363,16.22241834,17.68039805,19.34051692,21.09490817,221,210.7,192,172.3,167.4,0,196.9
14.97754316,14.07192363,16.22241834,17.68039805,19.34051692,217.4,221,210.7,192,172.3,0,167.4
17.11152104,14.97754316,14.07192363,16.22241834,17.68039805,202.6,217.4,221,210.7,192,1,172.3
17.70737882,17.11152104,14.97754316,14.07192363,16.22241834,209.1,202.6,217.4,221,210.7,1,192
16.59064376,17.70737882,17.11152104,14.97754316,14.07192363,198.7,209.1,202.6,217.4,221,0,210.7
17.70114501,16.59064376,17.70737882,17.11152104,14.97754316,200.4,198.7,209.1,202.6,217.4,0,221
19.21557198,17.70114501,16.59064376,17.70737882,17.11152104,191.4,200.4,198.7,209.1,202.6,0,217.4
20.43942497,19.21557198,17.70114501,16.59064376,17.70737882,171.2,191.4,200.4,198.7,209.1,0,202.6
21.63629628,20.43942497,19.21557198,17.70114501,16.59064376,176.1,171.2,191.4,200.4,198.7,0,209.1
20.24934399,21.63629628,20.43942497,19.21557198,17.70114501,176.3,176.1,171.2,191.4,200.4,1,198.7
19.37902803,20.24934399,21.63629628,20.43942497,19.21557198,179.2,176.3,176.1,171.2,191.4,1,200.4
16.80001329,19.37902803,20.24934399,21.63629628,20.43942497,183.3,179.2,176.3,176.1,171.2,0,191.4
15.55206078,16.80001329,19.37902803,20.24934399,21.63629628,188.8,183.3,179.2,176.3,176.1,0,171.2
18.19802431,15.55206078,16.80001329,19.37902803,20.24934399,191.2,188.8,183.3,179.2,176.3,0,176.1
20.41948432,18.19802431,15.55206078,16.80001329,19.37902803,175.5,191.2,188.8,183.3,179.2,0,176.3
20.5834784,20.41948432,18.19802431,15.55206078,16.80001329,162.4,175.5,191.2,188.8,183.3,0,179.2
22.50637626,20.5834784,20.41948432,18.19802431,15.55206078,164.3,162.4,175.5,191.2,188.8,1,183.3
23.47043129,22.69968392,22.56254137,22.99966252,22.87828381,141.6,139.6,134.6,124.2,133,0,122.8
24.45515991,23.47043129,22.69968392,22.56254137,22.99966252,146,141.6,139.6,134.6,124.2,1,133
24.57113277,24.45515991,23.47043129,22.69968392,22.56254137,129.4,146,141.6,139.6,134.6,1,124.2
24.96469279,24.57113277,24.45515991,23.47043129,22.69968392,141.5,129.4,146,141.6,139.6,0,134.6
24.96014125,24.96469279,24.57113277,24.45515991,23.47043129,150.7,141.5,129.4,146,141.6,0,139.6
24.26589517,24.96014125,24.96469279,24.57113277,24.45515991,131.5,150.7,141.5,129.4,146,0,141.6
24.4503357,24.26589517,24.96014125,24.96469279,24.57113277,135.4,131.5,150.7,141.5,129.4,0,146
24.10006349,24.4503357,24.26589517,24.96014125,24.96469279,138.6,135.4,131.5,150.7,141.5,0,129.4
25.03913277,24.10006349,24.4503357,24.26589517,24.96014125,146.7,138.6,135.4,131.5,150.7,1,141.5
21.37177581,25.03913277,24.10006349,24.4503357,24.26589517,139.3,146.7,138.6,135.4,131.5,1,150.7
20.64923169,21.37177581,25.03913277,24.10006349,24.4503357,148.8,139.3,146.7,138.6,135.4,0,131.5
19.58888968,20.64923169,21.37177581,25.03913277,24.10006349,147,148.8,139.3,146.7,138.6,0,135.4
20.47376822,19.58888968,20.64923169,21.37177581,25.03913277,163.8,147,148.8,139.3,146.7,0,138.6
21.40017766,20.47376822,19.58888968,20.64923169,21.37177581,162.3,163.8,147,148.8,139.3,0,146.7
20.57515424,21.40017766,20.47376822,19.58888968,20.64923169,155.2,162.3,163.8,147,148.8,0,139.3
20.0589357,20.57515424,21.40017766,20.47376822,19.58888968,155.7,155.2,162.3,163.8,147,1,148.8
19.87836284,20.0589357,20.57515424,21.40017766,20.47376822,154.5,155.7,155.2,162.3,163.8,1,147
15.85379648,19.87836284,20.0589357,20.57515424,21.40017766,173.2,154.5,155.7,155.2,162.3,0,163.8
14.53402529,15.85379648,19.87836284,20.0589357,20.57515424,210.7,173.2,154.5,155.7,155.2,0,162.3
16.20219345,14.53402529,15.85379648,19.87836284,20.0589357,218,210.7,173.2,154.5,155.7,0,155.2
17.9242477,16.20219345,14.53402529,15.85379648,19.87836284,204.5,218,210.7,173.2,154.5,0,155.7
18.75996569,17.9242477,16.20219345,14.53402529,15.85379648,195.5,204.5,218,210.7,173.2,0,154.5
17.24878813,18.75996569,17.9242477,16.20219345,14.53402529,212,195.5,204.5,218,210.7,1,173.2
16.93744658,17.24878813,18.75996569,17.9242477,16.20219345,195.9,212,195.5,204.5,218,1,210.7
17.60359447,16.93744658,17.24878813,18.75996569,17.9242477,177.6,195.9,212,195.5,204.5,1,218
18.69241962,17.60359447,16.93744658,17.24878813,18.75996569,190,177.6,195.9,212,195.5,0,204.5
19.18044929,18.69241962,17.60359447,16.93744658,17.24878813,204.9,190,177.6,195.9,212,0,195.5
19.47831161,19.18044929,18.69241962,17.60359447,16.93744658,193.7,204.9,190,177.6,195.9,0,212
18.04435574,19.47831161,19.18044929,18.69241962,17.60359447,199,193.7,204.9,190,177.6,0,195.9
16.94657123,18.04435574,19.47831161,19.18044929,18.69241962,240.2,199,193.7,204.9,190,1,177.6
14.89284226,16.94657123,18.04435574,19.47831161,19.18044929,246.9,240.2,199,193.7,204.9,1,190
14.39293877,14.89284226,16.94657123,18.04435574,19.47831161,256.6,246.9,240.2,199,193.7,0,204.9
10.80570627,14.39293877,14.89284226,16.94657123,18.04435574,293.2,256.6,246.9,240.2,199,0,193.7
8.274794262,10.80570627,14.39293877,14.89284226,16.94657123,344.4,293.2,256.6,246.9,240.2,0,199
9.730697883,8.274794262,10.80570627,14.39293877,14.89284226,343.9,344.4,293.2,256.6,246.9,0,240.2
11.10434621,9.730697883,8.274794262,10.80570627,14.39293877,350.3,343.9,344.4,293.2,256.6,0,246.9
11.95182889,11.10434621,9.730697883,8.274794262,10.80570627,333.7,350.3,343.9,344.4,293.2,1,256.6
13.97514166,11.95182889,11.10434621,9.730697883,8.274794262,323,333.7,350.3,343.9,344.4,1,293.2
13.39880366,13.97514166,11.95182889,11.10434621,9.730697883,319.0175973,323,333.7,350.3,343.9,0,344.4
12.72857013,13.39880366,13.97514166,11.95182889,11.10434621,325.5,319.0175973,323,333.7,350.3,0,343.9
12.58434706,12.72857013,13.39880366,13.97514166,11.95182889,315,325.5,319.0175973,323,333.7,0,350.3
11.61777096,12.58434706,12.72857013,13.39880366,13.97514166,311.5,315,325.5,319.0175973,323,0,333.7
11.73262392,11.61777096,12.58434706,12.72857013,13.39880366,341.4,311.5,315,325.5,319.0175973,0,323
12.30380851,11.73262392,11.61777096,12.58434706,12.72857013,346.5,341.4,311.5,315,325.5,1,319.0175973
11.71481729,12.30380851,11.73262392,11.61777096,12.58434706,321.3,346.5,341.4,311.5,315,1,325.5
10.88613601,11.71481729,12.30380851,11.73262392,11.61777096,343.7,321.3,346.5,341.4,311.5,0,315
9.806483457,10.88613601,11.71481729,12.30380851,11.73262392,353.3,343.7,321.3,346.5,341.4,0,311.5
11.35822311,9.806483457,10.88613601,11.71481729,12.30380851,350.4,353.3,343.7,321.3,346.5,0,341.4
12.33283275,11.35822311,9.806483457,10.88613601,11.71481729,347.4001497,350.4,353.3,343.7,321.3,0,346.5
11.44318828,12.33283275,11.35822311,9.806483457,10.88613601,354.4,347.4001497,350.4,353.3,343.7,0,321.3
10.64175142,11.44318828,12.33283275,11.35822311,9.806483457,360.9,354.4,347.4001497,350.4,353.3,1,343.7
10.11034269,10.64175142,11.44318828,12.33283275,11.35822311,345.5,360.9,354.4,347.4001497,350.4,1,353.3
9.223353743,10.11034269,10.64175142,11.44318828,12.33283275,364.2,345.5,360.9,354.4,347.4001497,0,350.4
9.454893377,9.223353743,10.11034269,10.64175142,11.44318828,367.5,364.2,345.5,360.9,354.4,0,347.4001497
9.825808396,9.454893377,9.223353743,10.11034269,10.64175142,371.7,367.5,364.2,345.5,360.9,0,354.4
9.72294407,9.825808396,9.454893377,9.223353743,10.11034269,384.2,371.7,367.5,364.2,345.5,0,360.9
9.54625443,9.72294407,9.825808396,9.454893377,9.223353743,375.1,384.2,371.7,367.5,364.2,0,345.5
10.13433217,9.54625443,9.72294407,9.825808396,9.454893377,371.7,375.1,384.2,371.7,367.5,1,364.2
11.48641708,10.13433217,9.54625443,9.72294407,9.825808396,364.7,371.7,375.1,384.2,371.7,1,367.5
11.5156322,11.48641708,10.13433217,9.54625443,9.72294407,364,364.7,371.7,375.1,384.2,0,371.7
11.01735673,11.5156322,11.48641708,10.13433217,9.54625443,363,364,364.7,371.7,375.1,0,384.2
11.65727829,11.01735673,11.5156322,11.48641708,10.13433217,357.6,363,364,364.7,371.7,0,375.1
11.87812244,11.65727829,11.01735673,11.5156322,11.48641708,358.3,357.6,363,364,364.7,0,371.7
12.37308088,11.87812244,11.65727829,11.01735673,11.5156322,344.6,358.3,357.6,363,364,0,364.7
11.94389007,12.37308088,11.87812244,11.65727829,11.01735673,345.1,344.6,358.3,357.6,363,1,364
8.649945878,11.94389007,12.37308088,11.87812244,11.65727829,347.7,345.1,344.6,358.3,357.6,1,363
5.365205876,8.649945878,11.94389007,12.37308088,11.87812244,397.3,347.7,345.1,344.6,358.3,0,357.6
3.946326399,5.365205876,8.649945878,11.94389007,12.37308088,444.5,397.3,347.7,345.1,344.6,0,358.3
2.857945395,3.946326399,5.365205876,8.649945878,11.94389007,471.3,444.5,397.3,347.7,345.1,0,344.6
4.168994676,2.857945395,3.946326399,5.365205876,8.649945878,479,471.3,444.5,397.3,347.7,0,345.1
4.573271959,4.168994676,2.857945395,3.946326399,5.365205876,466.2,479,471.3,444.5,397.3,0,347.7
3.906168323,4.573271959,4.168994676,2.857945395,3.946326399,443.6,466.2,479,471.3,444.5,1,397.3
3.505467578,3.906168323,4.573271959,4.168994676,2.857945395,438.9,443.6,466.2,479,471.3,1,444.5
4.048101126,3.505467578,3.906168323,4.573271959,4.168994676,438.7,438.9,443.6,466.2,479,1,471.3
4.574333545,4.048101126,3.505467578,3.906168323,4.573271959,469.4,438.7,438.9,443.6,466.2,0,479
4.403415509,4.574333545,4.048101126,3.505467578,3.906168323,477.5,469.4,438.7,438.9,443.6,0,466.2
5.084855417,4.403415509,4.574333545,4.048101126,3.505467578,494.3,477.5,469.4,438.7,438.9,0,443.6
